concept,paper_count
low rank matrix,927
quotient group,834
hamburger moment problem,159
homogeneous density,902
ray optic,325
koopman theory,263
ricci scalar,3060
discrete subgroup,1045
zero electric field,539
paraxial propagation,325
gossip algorithm,409
constant modulus algorithm,1981
ballistic diffusion,155
magnon excitation,491
probabilistic error model,55
hyperelliptic curve,1409
honeycomb optical lattice,92
homogeneous state,2008
hydrodynamical instability,136
euler diagram,195
thermal entanglement,617
fluctuation spectroscopy,774
inner product space,927
geometric singular perturbation theory,590
householder transformation,292
saturation intensity,1659
nuclear quadrupole coupling,1761
rejection sampling,1596
bruhat decomposition,204
bloch theory,542
neutron diffraction measurement,240
combinatorial complexity,1884
inhomogeneous density,844
strong spatial variation,253
induced charge distribution,101
bulk excitation,133
nonperturbative analysis,169
inp heterostructure,440
complex hilbert space,1982
diagonal hopping,98
genetic search,1818
support vector machine algorithm,3402
tensor network simulation,112
excitation block,391
elliptic curve cryptosystems,771
quantum phase estimation,1104
poynting theorem,355
linear dielectric,1347
monoenergetic beam,328
congruence relation,649
diagonal coupling,308
free electromagnetic field,286
counterfactual inference,462
newtonian gravitation,515
spin magnitude,386
hydrogen atom spectrum,83
volume integral equation,1102
diffusive dynamic,36
electronic wavefunction,459
linear assignment problem,407
bismuth donor,42
emission ratio,1518
flop transition,1223
nonlinear optical waveguide,225
bosonic theory,289
euclidean algorithm,1415
bilinear control problem,48
feedback control theory,725
inverse filtering,2037
gauss seidel,388
generic sequence,207
quantum state diffusion,298
fractional quantum hall system,154
quantum perturbation,324
balanced distribution,3580
local energy density,597
nonlinear schroedinger equation,734
poisson jump,293
power law relationship,1463
double expansion,380
spanning tree problem,1842
quadratic fluctuation,57
tunneling junction,1543
transverse isotropy,1821
lifting theorem,505
algebraic bethe ansatz,986
structure recognition,1320
annular aperture,581
aerosol particle,6344
gravity mode,333
moyal plane,223
azimuthal variation,970
electromagnetic frequency,527
continuous variable graph state,2
markov chain monte carlo simulation,1162
localization transition,1679
spacelike hypersurface,428
phonon signal,145
fluorescence lifetime measurement,268
decoherence model,200
forster resonance energy transfer,904
graphene junction,263
differential field,671
butterfly diagram,440
double dirac cone,55
integrated sensor,3457
geometrical phase,822
tunneling path,266
field free,1437
phonon radiation,115
electron conversion,1581
mirror cavity,453
silicon nitride microring resonator,95
spin dimer,397
thin film geometry,279
aggregation function,1788
tunable diode laser absorption spectroscopy,1962
diatomic chain,186
plasma screening,700
molecular scattering,1174
plane vibration,1421
multipartite gaussian state,6
cubic diamond,557
convex loss function,362
coherent oscillation,754
pure product state,48
ab initio simulation,1702
wavefront correction,1646
steady state behavior,1062
partial wave amplitude,150
nanoscale heterogeneity,346
atomic resonance,1494
intense femtosecond pulse,81
van der waals energy,655
orthonormal function,93
classical chemical kinetics,68
linear electrodynamics,587
cavity magnomechanics,116
real algebraic geometry,886
topological equivalence,873
plane symmetry,1202
macroscopic evolution,335
dynamical lie algebra,82
hydrodynamic formulation,255
polar molecule,1262
modal coupling,1304
ensemble distribution,319
hydrogen spectrum,601
gaussian peak,545
ss model,438
spectral resonance,427
metal organic vapor phase epitaxy,1022
second harmonic generation efficiency,481
ultrafast electron diffraction,1291
gaussian ensemble,412
stochastic heating,672
kramers doublet,827
cheshire cat,698
photon laser spectroscopy,99
nonlinear amplification,1014
radiation theory,1153
product operation,1241
block encoding,380
femtosecond resolution,562
inverse operation,1002
orbital angular momentum spectrum,148
wigner functional,56
laplace principle,118
thin superconducting film,239
bloch oscillation,363
isothermal transformation,1226
transverse relaxation time,1833
infrared catastrophe,153
dimensionless coupling,872
quantum radar,387
nonperturbative regime,437
quantum liouville equation,229
photon model,456
anisotropic sphere,126
plasmon damping,456
trigonometric model,112
local equilibrium state,129
dynamic electron correlation,386
conic optimization,572
pauli spin blockade,281
gauge system,857
point correlator,699
acoustic vibration,1098
haar wavelet transform,1488
energy density distribution,675
superalgebra osp,259
ab initio computation,325
planar rotor,142
chicago metropolitan area,991
electronic material,1551
operator kernel,270
topological band theory,256
racah coefficient,32
deep quantum regime,152
wire geometry,351
absorption probability,544
entangled photon pair,745
nanowire surface,980
special relativity theory,951
flux correlation,578
forbidden gap,998
harmonic oscillator bath,62
time dependent quantum monte carlo,7
quantum parameter estimation,355
planar algebra,223
resonance pattern,347
plasmon wavelength,295
mixed thermal state,28
linear preserver problem,14
semiconductor electronics,978
quantum dot spin,467
fluctuation field,761
entropy balance,883
fourier phase,1108
coherent field,2377
content addressable memory,1946
quantum brownian motion,812
separable state,731
carbon molecule,265
superradiant phase,580
lorenz gauge,594
entangled graph,50
quantum scaling,171
lc resonance,722
fluorescence light,1949
energy localization,1247
structural chirality,506
qubo problem,137
dqn algorithm,758
product vector,167
markovian master equation,709
fold rotation,610
zeeman field,1592
quantum annealing processor,46
mass momentum,743
correlated network,319
metric gravity,290
precession mode,205
bimodal behavior,516
polynomial time heuristic algorithm,66
lattice protein,307
euclidian space,773
triplet sector,45
abelian sector,109
collective charge,504
white light interferometer,907
degenerate parametric amplifier,231
photon cavity,183
geometric optic,130
collision resistance,661
temporal persistence,1219
infinite momentum frame,276
velocity uncertainty,437
spatial inversion symmetry,628
dynamical transition,1391
azimuthally polarized beam,268
phononic band gap,246
eit system,746
lp model,1055
neutron interferometry,752
cavity electric field,68
superconducting transmission line,331
epitaxial heterostructures,689
molecular generation,1043
quantum dot array,513
quantum biology,1723
base group,776
rt simulation,172
fiber optical communication,356
density character,144
retrieval operation,273
channeling radiation,519
chirality effect,155
exquisite sensitivity,1599
tensor tomography,340
asymmetric vortex,530
dishonest party,72
pde solver,568
rational power,456
block entropy,193
quantum frequency comb,70
metric graph,747
forced harmonic oscillator,276
boson star,547
color laser field,379
lorentz violating,646
spin separation,442
high energy behavior,307
operational power,894
phonon blockade,86
tensor product state,106
shallow circuit,102
heisenberg principle,235
quantum communication network,318
operator inequality,337
chiral motion,97
scattering energy,611
optomechanical entanglement,177
hot vapor,289
ir divergent,71
force transduction,516
electromagnetic plane wave,840
ground energy,625
gradient computation,1613
keldysh theory,212
complex momentum plane,120
mode localization,1003
photonic neural network,299
lorentz gauge condition,72
linear resonator,260
bent function,363
spinning particle,1086
relativistic electron gas,112
binary entropy,228
macroscopic oscillation,38
stokes photon,97
high modulation efficiency,337
hybrid deep neural network,613
quantum secure communication,305
hypercomplex number,206
low energy spin,254
dissipative operator,247
polarized laser pulse,803
liouville theorem,1065
double rotation,362
isotropic radiation,605
quantum relative entropy,594
induced electric dipole moment,118
ultrarelativistic electron,463
dead time effect,207
longitudinal modulation,241
binary decomposition,248
star product formalism,27
classical boltzmann distribution,29
quantum chaotic behavior,75
spin inversion,393
pseudo magnetic field,44
magnetic storage ring,74
polaron formation,1710
complex hierarchical structure,464
adiabatic continuation,43
dielectric membrane,487
dragging effect,603
franck condon,109
quantum weak measurement,149
microcavity polaritons,387
infinite matrix product,113
pxp model,165
valley semiconductor,121
phonon generation,588
bec state,133
gap soliton,324
frustrated lattice,346
quadratic zeeman shift,114
partial integrability,87
superconducting single photon detector,103
stokes operator,624
hydrogen spectroscopy,405
equatorial state,59
quasibound state,404
mid infrared spectroscopy,284
polarization field,1969
coupled partial differential equation,139
perturbative quantization,225
location coordinate,172
monochromatic electromagnetic wave,178
nonlinear interferometer,400
tricritical lifshitz point,29
pair coherent state,93
thermodynamic equilibrium condition,117
tension problem,279
nonlinear wave propagation,1361
algebraic scaling,162
causal ordering,1009
fock state,1654
mesoscopic josephson junction,106
phase space formulation,249
fractional diffraction,73
high frequency modulation,408
bekenstein hawking,35
coulomb kernel,82
honeycomb model,862
polarization sensitive optical coherence tomography,506
quantum molecular dynamic,120
vacuum decay rate,147
hodgkin huxley,170
steady state entanglement,88
homogeneous electromagnetic field,91
large frequency separation,316
chemical simulation,940
nanophotonic waveguide,361
massive scalar field theory,77
multicut problem,188
thermofield double state,245
vacuum quantum fluctuation,16
spin character,318
circular polarization state,185
quantum register,709
boltzmann sampling,232
magnon transport,451
